trans_id,account_id,date,type,amount,balance
3756,15,1994-11-30,withdrawal,15,36441
3757,15,1994-12-31,withdrawal,15,41722
3758,15,1995-01-31,withdrawal,15,31918
3759,15,1995-02-28,withdrawal,15,33175
3760,15,1995-03-31,withdrawal,15,33938
3761,15,1995-04-30,withdrawal,15,36004
3762,15,1995-05-31,withdrawal,15,35767
3763,15,1995-06-30,withdrawal,15,37229
3764,15,1995-07-31,withdrawal,15,37303
3765,15,1995-08-31,withdrawal,15,36279
3766,15,1995-09-30,withdrawal,15,35339
3767,15,1995-10-31,withdrawal,15,37897
3768,15,1995-11-30,withdrawal,15,41073
3769,15,1995-12-31,withdrawal,15,43152
3770,15,1996-01-31,withdrawal,15,25661
3771,15,1996-02-29,withdrawal,15,30179
3772,15,1996-03-31,withdrawal,15,32812
3773,15,1996-04-30,withdrawal,15,34459
3774,15,1996-05-31,withdrawal,15,36608
3775,15,1996-06-30,withdrawal,15,34541
3776,15,1996-07-31,withdrawal,15,35490
3777,15,1996-08-31,withdrawal,15,33211
3778,15,1996-09-30,withdrawal,15,32790
3779,15,1996-10-31,withdrawal,15,32790
3780,15,1996-11-30,withdrawal,15,30561
3781,15,1996-12-31,withdrawal,15,33564
3782,15,1997-01-31,withdrawal,15,21833
3783,15,1997-02-28,withdrawal,15,32018
3784,15,1997-03-31,withdrawal,15,33169
3785,15,1997-04-30,withdrawal,15,33521
3786,15,1997-05-31,withdrawal,15,32148
3787,15,1997-06-30,withdrawal,15,39032
3788,15,1997-07-31,withdrawal,15,30249
3789,15,1997-08-31,withdrawal,15,32670
3790,15,1997-09-30,withdrawal,15,33194
3791,15,1997-10-31,withdrawal,15,33077
3792,15,1997-11-30,withdrawal,15,33199
3793,15,1997-12-31,withdrawal,15,37013
3794,15,1998-01-31,withdrawal,15,20539
3795,15,1998-02-28,withdrawal,15,24816
3796,15,1998-03-31,withdrawal,15,21296
3797,15,1998-04-30,withdrawal,15,22969
3798,15,1998-05-31,withdrawal,15,24450
3799,15,1998-06-30,withdrawal,15,16621
3800,15,1998-07-31,withdrawal,15,19778
3801,15,1998-08-31,withdrawal,15,21342
3802,15,1998-09-30,withdrawal,15,20461
3803,15,1998-10-31,withdrawal,15,19177
3804,15,1998-11-30,withdrawal,15,26786
3805,15,1993-11-01,credit,4400,22327
3806,15,1993-12-01,withdrawal,7300,32242
3807,15,1993-12-31,withdrawal,16000,42066
3808,15,1994-01-30,withdrawal,15600,43531
3809,15,1994-03-01,withdrawal,15300,42625
3810,15,1994-03-31,withdrawal,9800,38390
3811,15,1994-04-30,withdrawal,12200,40377
3812,15,1994-05-30,withdrawal,14100,40270
3813,15,1994-06-29,credit,4300,20593
3814,15,1994-07-29,withdrawal,4600,30064
3815,15,1994-08-28,withdrawal,9800,34376
3816,15,1994-09-27,withdrawal,11700,36823
3817,15,1994-10-27,withdrawal,10700,40297
3818,15,1994-11-26,withdrawal,13400,36268
3819,15,1994-12-26,withdrawal,14400,41527
3820,15,1995-01-25,withdrawal,5600,35475
3821,15,1995-02-24,withdrawal,12900,33011
3822,15,1995-03-26,withdrawal,13400,33768
3823,15,1995-04-25,withdrawal,12100,35831
3824,15,1995-05-25,withdrawal,14400,35597
3825,15,1995-06-24,withdrawal,15000,37053
3826,15,1995-07-24,withdrawal,14100,37122
3827,15,1995-08-23,withdrawal,11700,36116
3828,15,1995-09-22,withdrawal,9700,35172
3829,15,1995-10-22,withdrawal,11600,37732
3830,15,1995-11-21,withdrawal,11000,40890
3831,15,1995-12-21,withdrawal,17700,45899
3832,15,1996-01-20,withdrawal,7000,32705
3833,15,1996-02-19,withdrawal,9600,30054
3834,15,1996-03-20,withdrawal,11500,32672
3835,15,1996-04-19,withdrawal,12500,34305
3836,15,1996-05-19,withdrawal,12000,36452
3837,15,1996-06-18,withdrawal,17400,34374
3838,15,1996-07-18,withdrawal,13200,35334
3839,15,1996-08-17,withdrawal,14500,34983
3840,15,1996-09-16,withdrawal,12400,34804
3841,15,1996-10-16,withdrawal,9700,37083
3842,15,1996-11-15,withdrawal,13600,33183
3843,15,1996-12-15,withdrawal,10300,33427
3844,15,1997-01-14,withdrawal,5800,33957
3845,15,1997-02-13,withdrawal,3200,31906
3846,15,1997-03-15,withdrawal,9500,36511
3847,15,1997-04-14,withdrawal,12700,34462
3848,15,1997-05-14,withdrawal,15500,32014
3849,15,1997-06-13,withdrawal,15800,38874
3850,15,1997-07-13,withdrawal,17400,35625
3851,15,1997-08-12,withdrawal,11700,32542
3852,15,1997-09-11,withdrawal,13600,33063
3853,15,1997-10-11,withdrawal,11000,32947
3854,15,1997-11-10,withdrawal,14000,33070
3855,15,1997-12-10,withdrawal,17100,38625
3856,15,1998-01-09,withdrawal,15100,32786
3857,15,1998-02-08,withdrawal,9800,24732
3858,15,1998-03-10,withdrawal,13400,25409
3859,15,1998-04-09,withdrawal,12400,22889
3860,15,1998-05-09,withdrawal,12600,24362
3861,15,1998-06-08,withdrawal,3700,43276
3862,15,1998-07-08,withdrawal,7300,19714
3863,15,1998-08-07,withdrawal,12500,21271
3864,15,1998-09-06,withdrawal,15000,23407
3865,15,1998-10-06,withdrawal,15400,19054
3929,16,1997-09-23,credit,500,500
3939,16,1997-10-06,credit,20841,21341
3940,16,1997-11-06,credit,20841,43509
3941,16,1997-12-06,credit,31262,60274
3942,16,1998-01-06,credit,20841,58847
3943,16,1998-02-06,credit,20841,58846
3944,16,1998-03-06,credit,20841,57628
3945,16,1998-04-06,credit,20841,57107
3946,16,1998-05-06,credit,20841,48283
3947,16,1998-06-06,credit,31262,54638
3948,16,1998-07-06,credit,20841,46032
3949,16,1998-08-06,credit,20841,40654
3950,16,1998-09-06,credit,20841,38059
3951,16,1998-10-06,credit,20841,31557
3952,16,1998-11-06,credit,20841,28623
3953,16,1998-12-06,credit,31262,32914
3959,16,1998-12-05,withdrawal,2080,1652
3975,16,1998-05-13,withdrawal,3120,45163
3976,16,1998-09-13,withdrawal,3000,35059
3977,16,1998-06-18,withdrawal,3840,50798
3978,16,1998-04-16,withdrawal,4800,52307
3993,16,1998-02-28,withdrawal,15,36787
3994,16,1998-03-31,withdrawal,15,36266
3995,16,1998-04-30,withdrawal,15,27442
3996,16,1998-05-31,withdrawal,15,23376
3997,16,1998-06-30,withdrawal,15,25191
3998,16,1998-07-31,withdrawal,15,19813
3999,16,1998-08-31,withdrawal,15,17218
4000,16,1998-09-30,withdrawal,15,10716
4001,16,1998-10-31,withdrawal,15,7782
4002,16,1998-11-30,withdrawal,15,3732
4003,16,1997-10-23,credit,1300,22641
4004,16,1997-11-22,withdrawal,14600,28909
4005,16,1997-12-22,withdrawal,22400,37874
4006,16,1998-01-21,withdrawal,21000,37847
4007,16,1998-02-20,withdrawal,22200,36646
4008,16,1998-03-22,withdrawal,21500,36128
4009,16,1998-04-21,withdrawal,25000,27307
4010,16,1998-05-21,withdrawal,21900,23263
4011,16,1998-06-20,withdrawal,25700,25098
4012,16,1998-07-20,withdrawal,26300,19732
4013,16,1998-08-19,withdrawal,23500,17154
4014,16,1998-09-18,withdrawal,24400,10659
4015,16,1998-10-18,withdrawal,23800,7757
4016,16,1998-11-17,withdrawal,24900,3723
4032,17,1997-01-08,credit,700,700
4033,17,1997-08-18,credit,44068,70368
4034,17,1997-11-20,credit,42988,74975
4035,17,1998-12-12,credit,45974,100815
4036,17,1998-11-03,credit,49483,97469
4037,17,1998-01-06,credit,7643,46330
4038,17,1998-05-21,credit,27788,61410
4061,17,1998-11-08,withdrawal,4032,88339
4062,17,1998-12-08,withdrawal,4032,54841
4065,17,1998-12-02,VYBER,15409,58873
4070,17,1998-11-03,VYBER,5098,92371
4079,17,1998-12-17,withdrawal,3300,97515
4086,17,1998-11-22,withdrawal,1800,86539
4111,17,1998-11-30,withdrawal,15,74282
4112,17,1997-02-07,credit,12400,13100
4113,17,1997-03-09,credit,2500,15600
4114,17,1997-04-08,credit,300,15900
4115,17,1997-05-08,withdrawal,1100,14800
4116,17,1997-06-07,credit,2300,17100
4117,17,1997-07-07,credit,4100,21200
4118,17,1997-08-06,credit,5100,26300
4119,17,1997-09-05,withdrawal,25500,45000
4120,17,1997-10-05,withdrawal,10100,35194
4121,17,1997-11-04,withdrawal,3500,31987
4122,17,1997-12-04,withdrawal,23000,52275
4123,17,1998-01-03,withdrawal,13900,38687
4124,17,1998-02-02,withdrawal,8000,38543
4125,17,1998-03-04,withdrawal,3800,34936
4126,17,1998-04-03,withdrawal,1800,33329
4127,17,1998-05-03,credit,100,33622
4128,17,1998-06-02,withdrawal,9600,52025
4129,17,1998-07-02,withdrawal,4100,48181
4130,17,1998-08-01,withdrawal,5500,42937
4131,17,1998-08-31,credit,4600,47537
4132,17,1998-09-30,withdrawal,1400,46588
4133,17,1998-10-30,credit,1200,47788
4134,17,1998-11-29,withdrawal,12600,73939
4152,18,1993-05-26,credit,1100,1100
4153,18,1994-11-01,credit,39962,125491
4154,18,1994-05-03,credit,10248,78980
4155,18,1994-01-17,credit,13402,34902
4156,18,1994-10-24,credit,24534,85216
4157,18,1994-11-09,credit,36880,136771
4158,18,1994-09-08,credit,9977,102374
4159,18,1994-09-26,credit,33153,103690
4160,18,1994-09-27,credit,42022,155603
4161,18,1994-05-10,credit,11859,90839
4162,18,1994-08-17,credit,33035,61726
4163,18,1994-03-25,credit,44907,74078
4164,18,1994-08-21,credit,5816,53142
4165,18,1994-08-14,credit,28115,28691
4166,18,1994-09-20,credit,18362,74437
4167,18,1994-08-28,credit,39105,92247
4168,18,1994-09-27,credit,9891,113581
4169,18,1994-10-04,credit,31440,84640
4170,18,1994-12-29,credit,18099,99873
4171,18,1994-03-28,credit,35017,109095
4172,18,1994-12-25,credit,47679,81774
4173,18,1994-03-21,credit,7706,35771
4174,18,1994-06-04,credit,40088,97848
4175,18,1994-10-05,credit,13242,97882
4176,18,1994-07-07,credit,34562,48831
4177,18,1996-06-11,credit,25379,59135
4178,18,1996-02-07,credit,28206,50521
4179,18,1996-03-03,credit,10377,35855
4180,18,1996-07-03,credit,22941,35621
4181,18,1996-06-06,credit,5721,23456
4182,18,1996-09-16,credit,5664,35137
4183,18,1996-01-02,credit,26914,60491
4184,18,1996-05-09,credit,31542,60138
4185,18,1997-09-02,credit,15276,83143
4186,18,1997-09-04,credit,9983,77226
4187,18,1997-10-30,credit,39438,136546
4188,18,1997-09-17,credit,30849,101051
4189,18,1997-08-13,credit,32927,94874
4190,18,1997-11-13,credit,23510,101897
4191,18,1997-10-04,credit,23233,103712
4192,18,1997-11-01,credit,38505,143687
4193,18,1997-08-15,credit,43341,127305
4194,18,1997-01-05,credit,40814,67553
4195,18,1997-11-26,credit,31179,133076
4196,18,1997-10-29,credit,39930,142408
4197,18,1997-08-07,credit,10329,61947
4198,18,1997-04-27,credit,6194,25185
4199,18,1997-03-11,credit,11971,38505
4200,18,1997-12-20,credit,23368,87762
4201,18,1997-02-08,credit,8093,31881
4202,18,1997-10-09,credit,47466,151178
4203,18,1997-06-04,credit,35942,48013
4204,18,1997-07-26,credit,36830,46273
4205,18,1998-12-18,credit,42360,143609
4206,18,1998-12-11,credit,32595,106724
4207,18,1998-07-27,credit,41449,96625
4208,18,1998-11-18,credit,24250,76364
4209,18,1998-08-03,credit,9956,89929
4210,18,1998-05-26,credit,43352,71560
4211,18,1998-03-20,credit,24754,87328
4212,18,1998-10-22,credit,22395,89001
4213,18,1998-11-20,credit,23894,100258
4225,18,1994-07-15,VYBER,10061,38770
4226,18,1994-07-30,VYBER,10753,22917
4229,18,1994-09-10,VYBER,20399,81975
4230,18,1994-08-12,VYBER,22416,576
4232,18,1994-06-05,VYBER,18365,79483
4234,18,1995-04-30,VYBER,23073,10844
4235,18,1995-06-10,VYBER,4335,18796
4236,18,1995-11-11,VYBER,10802,18569
4238,18,1996-05-19,VYBER,2002,40402
4239,18,1996-09-19,VYBER,6936,28201
4240,18,1996-05-01,VYBER,10631,28596
4241,18,1996-05-17,VYBER,10934,42404
4242,18,1996-03-21,VYBER,4665,36890
4243,18,1996-02-12,VYBER,16729,30492
4244,18,1996-07-17,VYBER,17207,11714
4245,18,1996-01-06,VYBER,3124,57367
4248,18,1996-08-09,VYBER,6812,20036
4249,18,1996-11-15,VYBER,7163,21714
4250,18,1996-10-11,VYBER,16053,17820
4251,18,1997-01-08,VYBER,23508,34345
4252,18,1997-12-08,VYBER,2464,70394
4253,18,1997-08-14,VYBER,10910,83964
4254,18,1997-04-08,VYBER,16005,18991
4255,18,1997-02-12,VYBER,10024,21857
4256,18,1997-05-08,VYBER,7182,19238
4257,18,1997-05-02,VYBER,15031,10220
4258,18,1997-09-10,VYBER,7024,70202
4259,18,1997-01-11,VYBER,20589,13756
4260,18,1997-04-07,VYBER,4809,34996
4261,18,1997-12-23,VYBER,13558,74204
4262,18,1997-03-04,VYBER,11668,10234
4263,18,1998-07-24,VYBER,9030,55176
4264,18,1998-11-11,VYBER,16426,52114
4265,18,1998-03-25,VYBER,3200,84128
4266,18,1998-12-16,VYBER,5475,101249
4267,18,1998-11-07,VYBER,2306,68540
4268,18,1998-05-25,VYBER,2476,28208
4269,18,1998-05-15,VYBER,20698,30684
4270,18,1998-04-09,VYBER,24439,43303
4271,18,1998-04-01,VYBER,7338,67742
4273,18,1994-06-11,withdrawal,70200,2083
4275,18,1996-06-13,withdrawal,46500,12635
4276,18,1997-06-08,withdrawal,37500,9713
4277,18,1998-06-29,withdrawal,10500,63953
4280,18,1995-01-25,withdrawal,7200,59244
4281,18,1996-01-25,withdrawal,29400,22167
4282,18,1997-01-15,withdrawal,9300,2356
4283,18,1998-01-01,withdrawal,15300,54584
4285,18,1994-12-08,withdrawal,6900,32395
4286,18,1995-12-14,withdrawal,4200,33473
4287,18,1996-12-08,withdrawal,6900,26665
4288,18,1997-12-12,withdrawal,6000,64394
4289,18,1998-12-02,withdrawal,2100,74129
4296,18,1994-10-23,withdrawal,4200,60682
4298,18,1994-09-23,withdrawal,3900,70537
4299,18,1994-12-01,withdrawal,5100,39295
4300,18,1994-06-05,withdrawal,7200,72283
4301,18,1994-11-20,withdrawal,12600,44071
4302,18,1995-08-04,withdrawal,6600,24557
4303,18,1995-01-27,withdrawal,3600,55644
4304,18,1995-11-07,withdrawal,6900,29371
4305,18,1995-04-07,withdrawal,13800,29161
4306,18,1996-05-19,withdrawal,10500,29902
4307,18,1996-02-25,withdrawal,5100,25392
4308,18,1996-07-11,withdrawal,11400,28921
4309,18,1996-05-26,withdrawal,12300,17602
4310,18,1996-07-23,withdrawal,5100,6614
4311,18,1997-05-11,withdrawal,7200,12038
4312,18,1997-07-20,withdrawal,8100,9443
4313,18,1997-03-15,withdrawal,3600,34905
4314,18,1997-07-12,withdrawal,14100,17543
4316,18,1997-01-11,withdrawal,2100,11656
4317,18,1998-02-07,withdrawal,2700,57757
4318,18,1998-04-12,withdrawal,5700,37603
4336,18,1994-05-31,withdrawal,30,57760
4337,18,1994-06-30,withdrawal,30,14269
4338,18,1994-07-31,withdrawal,30,22992
4339,18,1994-08-31,withdrawal,30,92397
4340,18,1994-09-30,withdrawal,30,53200
4341,18,1994-10-31,withdrawal,30,85529
4342,18,1994-11-30,withdrawal,30,44395
4343,18,1994-12-31,withdrawal,30,100044
4344,18,1995-01-31,withdrawal,30,55990
4345,18,1995-02-28,withdrawal,30,48192
4346,18,1995-03-31,withdrawal,30,42961
4347,18,1995-04-30,withdrawal,30,10814
4348,18,1995-05-31,withdrawal,30,23131
4349,18,1995-06-30,withdrawal,30,27772
4350,18,1995-07-31,withdrawal,30,31157
4351,18,1995-08-31,withdrawal,30,29753
4352,18,1995-09-30,withdrawal,30,37147
4353,18,1995-10-31,withdrawal,30,36271
4354,18,1995-11-30,withdrawal,30,31173
4355,18,1995-12-31,withdrawal,30,33577
4356,18,1996-01-31,withdrawal,30,22315
4357,18,1996-02-29,withdrawal,30,25478
4358,18,1996-03-31,withdrawal,30,37004
4359,18,1996-04-30,withdrawal,30,39227
4360,18,1996-05-31,withdrawal,30,17735
4361,18,1996-06-30,withdrawal,30,12680
4362,18,1996-07-31,withdrawal,30,6648
4363,18,1996-08-31,withdrawal,30,20073
4364,18,1996-09-30,withdrawal,30,28273
4365,18,1996-10-31,withdrawal,30,17877
4366,18,1996-11-30,withdrawal,30,21765
4367,18,1996-12-31,withdrawal,30,26739
4368,18,1997-01-31,withdrawal,30,2388
4369,18,1997-02-28,withdrawal,30,21902
4370,18,1997-03-31,withdrawal,30,35005
4371,18,1997-04-30,withdrawal,30,25251
4372,18,1997-05-31,withdrawal,30,12071
4373,18,1997-06-30,withdrawal,30,9743
4374,18,1997-07-31,withdrawal,30,46318
4375,18,1997-08-31,withdrawal,30,67867
4376,18,1997-09-30,withdrawal,30,101379
4377,18,1997-10-31,withdrawal,30,105182
4378,18,1997-11-30,withdrawal,30,86558
4379,18,1997-12-31,withdrawal,30,69884
4380,18,1998-01-31,withdrawal,30,60457
4381,18,1998-02-28,withdrawal,30,57974
4382,18,1998-03-31,withdrawal,30,75080
4383,18,1998-04-30,withdrawal,30,51382
4384,18,1998-05-31,withdrawal,30,69553
4385,18,1998-06-30,withdrawal,30,64206
4386,18,1998-07-31,withdrawal,30,79973
4387,18,1998-08-31,withdrawal,30,75925
4388,18,1998-09-30,withdrawal,30,66606
4389,18,1998-10-31,withdrawal,30,70846
4390,18,1998-11-30,withdrawal,30,76229
4391,18,1993-06-25,credit,13500,14600
4392,18,1993-07-25,credit,2600,17200
4393,18,1993-08-24,credit,3500,20700
4394,18,1993-09-23,credit,2500,23200
4395,18,1993-10-23,credit,200,23400
4396,18,1993-12-22,withdrawal,1900,21500
4397,18,1994-01-21,withdrawal,6000,28902
4398,18,1994-02-20,withdrawal,1000,27945
4399,18,1994-03-22,withdrawal,6600,29171
4400,18,1994-04-21,withdrawal,41000,68277
4401,18,1994-05-21,withdrawal,33400,57439
4402,18,1994-06-20,credit,12100,14183
4403,18,1994-07-20,withdrawal,5100,33670
4404,18,1994-08-19,withdrawal,14400,47326
4405,18,1994-09-18,withdrawal,25900,56075
4406,18,1994-09-27,withdrawal,51300,104303
4407,18,1994-09-27,withdrawal,51400,52903
4408,18,1994-10-18,withdrawal,33000,64882
4409,18,1994-11-01,withdrawal,25600,99891
4410,18,1994-11-09,withdrawal,51900,84871
4411,18,1994-11-17,withdrawal,28200,56671
4412,18,1994-12-17,credit,1700,34095
4413,18,1995-01-16,withdrawal,33600,66444
4414,18,1995-02-15,withdrawal,8000,47990
4415,18,1995-03-17,withdrawal,5400,42792
4416,18,1995-04-16,credit,4600,33761
4417,18,1995-05-16,credit,12300,23114
4418,18,1995-06-15,credit,8900,27696
4419,18,1995-07-15,credit,3300,31072
4420,18,1995-08-14,credit,5100,29657
4421,18,1995-09-13,credit,7300,37053
4422,18,1995-10-13,withdrawal,1000,36147
4423,18,1995-11-12,credit,12500,31069
4424,18,1995-12-12,credit,6500,37673
4425,18,1996-01-11,withdrawal,5800,51567
4426,18,1996-02-10,withdrawal,3300,47221
4427,18,1996-03-11,credit,5700,41555
4428,18,1996-04-10,credit,2100,39104
4429,18,1996-05-10,withdrawal,6800,53338
4430,18,1996-06-09,credit,10300,33756
4431,18,1996-07-09,credit,4700,40321
4432,18,1996-08-08,credit,20200,26848
4433,18,1996-09-07,credit,9400,29473
4434,18,1996-10-07,credit,5600,33873
4435,18,1996-11-06,credit,11000,28877
4436,18,1996-12-06,credit,11800,33565
4437,18,1997-01-05,withdrawal,9700,57853
4438,18,1997-02-04,credit,21400,23788
4439,18,1997-03-06,credit,16300,26534
4440,18,1997-04-05,credit,4800,39805
4441,18,1997-05-05,credit,16200,26420
4442,18,1997-06-04,withdrawal,800,47213
4443,18,1997-07-04,credit,21900,31643
4444,18,1997-08-03,credit,5300,51618
4445,18,1997-08-15,withdrawal,59800,67505
4446,18,1997-09-02,withdrawal,15900,67243
4447,18,1997-10-02,withdrawal,20900,80479
4448,18,1997-10-09,withdrawal,48700,102478
4449,18,1997-10-29,withdrawal,45300,97108
4450,18,1997-10-30,withdrawal,31900,104646
4451,18,1997-11-01,withdrawal,40600,103087
4452,18,1997-11-01,withdrawal,24700,78387
4453,18,1997-11-26,withdrawal,46900,86176
4454,18,1997-12-01,withdrawal,13700,72858
4455,18,1997-12-31,withdrawal,4600,69914
4456,18,1998-01-30,credit,5600,60184
4457,18,1998-03-01,credit,4600,62574
4458,18,1998-03-31,withdrawal,9300,75110
4459,18,1998-04-30,credit,13600,51412
4460,18,1998-05-30,withdrawal,2200,69360
4461,18,1998-06-29,credit,4900,74453
4462,18,1998-07-29,withdrawal,16900,79725
4463,18,1998-08-28,withdrawal,14300,75629
4464,18,1998-09-27,withdrawal,9600,66325
4465,18,1998-10-27,withdrawal,18400,70601
4466,18,1998-11-26,withdrawal,24300,75958
4467,18,1998-12-18,withdrawal,62400,81209
4530,19,1995-04-07,credit,1000,1000
4534,19,1995-04-10,credit,15139,16139
4535,19,1995-05-10,credit,15139,35772
4536,19,1995-06-10,credit,22708,55831
4537,19,1995-07-10,credit,15139,57684
4538,19,1995-08-10,credit,15139,55297
4539,19,1995-09-10,credit,15139,34542
4540,19,1995-10-10,credit,15139,36262
4541,19,1995-11-10,credit,15139,25093
4542,19,1995-12-10,credit,22708,29039
4543,19,1996-01-10,credit,15139,41024
4544,19,1996-02-10,credit,15139,21421
4545,19,1996-03-10,credit,15139,35162
4546,19,1996-04-10,credit,15139,15854
4547,19,1996-05-10,credit,15139,30381
4548,19,1996-06-10,credit,22708,39618
4549,19,1996-07-10,credit,15139,18934
4550,19,1996-08-10,credit,15139,21995
4551,19,1996-09-10,credit,15139,26233
4552,19,1996-10-10,credit,15139,37319
4553,19,1996-11-10,credit,15139,21873
4554,19,1996-12-10,credit,22708,42591
4555,19,1997-01-10,credit,15139,31659
4556,19,1997-02-10,credit,15139,23853
4557,19,1997-03-10,credit,15139,23728
4558,19,1997-04-10,credit,15139,4754
4559,19,1997-05-10,credit,15139,17386
4560,19,1997-06-10,credit,22708,12103
4561,19,1997-07-10,credit,15139,19983
4562,19,1997-08-10,credit,15139,21236
4563,19,1997-09-10,credit,15139,6110
4564,19,1997-10-10,credit,15139,21272
4565,19,1997-11-10,credit,15139,8933
4566,19,1997-12-10,credit,22708,29174
4567,19,1998-01-10,credit,15139,9321
4568,19,1998-02-10,credit,15139,22263
4569,19,1998-03-10,credit,15139,22134
4570,19,1998-04-10,credit,15139,24312
4571,19,1998-05-10,credit,15139,9831
4572,19,1998-06-10,credit,22708,29579
4573,19,1998-07-10,credit,15139,11579
4574,19,1998-08-10,credit,15139,23862
4575,19,1998-09-10,credit,15139,11865
4576,19,1998-10-10,credit,15139,19931
4577,19,1998-11-10,credit,15139,12754
4578,19,1998-12-10,credit,22708,30905
4586,19,1995-08-09,withdrawal,2800,40158
4587,19,1995-09-23,withdrawal,2800,16742
4588,19,1995-10-10,withdrawal,3000,33262
4589,19,1995-11-12,withdrawal,2100,22993
4590,19,1995-11-29,withdrawal,2700,20293
4591,19,1995-12-31,withdrawal,1600,24885
4592,19,1996-02-10,withdrawal,1800,19621
4593,19,1996-03-07,withdrawal,2300,20023
4594,19,1996-03-24,withdrawal,2000,16162
4595,19,1996-05-12,withdrawal,2500,27881
4596,19,1996-06-12,withdrawal,2500,37118
4597,19,1996-07-12,withdrawal,2500,16434
4598,19,1996-08-12,withdrawal,2523,19471
4599,19,1996-09-12,withdrawal,2523,23710
4600,19,1996-10-12,withdrawal,2523,18896
4601,19,1996-11-12,withdrawal,2523,19350
4602,19,1996-12-12,withdrawal,2523,37368
4603,19,1997-01-12,withdrawal,2523,10736
4604,19,1997-02-12,withdrawal,2523,21330
4605,19,1997-03-12,withdrawal,2523,21204
4606,19,1997-04-12,withdrawal,2500,2254
4607,19,1997-05-22,withdrawal,2300,15086
4608,19,1997-06-11,withdrawal,1400,10703
4609,19,1997-07-12,withdrawal,2700,6083
4610,19,1997-08-16,withdrawal,2200,7236
4611,19,1997-08-30,withdrawal,2600,7936
4612,19,1997-10-26,withdrawal,2700,7872
4613,19,1997-10-29,withdrawal,2700,5172
4614,19,1997-12-04,withdrawal,2500,6466
4615,19,1998-01-04,withdrawal,3100,-5818
4616,19,1998-01-30,withdrawal,2200,7121
4617,19,1998-02-28,withdrawal,2700,6995
4618,19,1998-04-13,withdrawal,2900,21412
4619,19,1998-05-13,withdrawal,3000,6831
4620,19,1998-06-13,withdrawal,2400,27179
4621,19,1998-07-17,withdrawal,2900,8679
4622,19,1998-08-18,withdrawal,2700,21162
4623,19,1998-09-06,withdrawal,2400,-3274
4624,19,1998-10-06,withdrawal,2700,4792
4625,19,1998-11-05,withdrawal,3500,11715
4626,19,1998-11-24,withdrawal,1900,8154
4635,19,1995-09-13,withdrawal,15000,19542
4636,19,1995-10-10,withdrawal,13200,20062
4637,19,1995-11-05,withdrawal,16800,9954
4638,19,1995-11-29,withdrawal,16700,3593
4639,19,1996-01-15,withdrawal,16300,17824
4640,19,1996-01-30,withdrawal,14200,3624
4641,19,1996-03-16,withdrawal,17000,18162
4642,19,1996-04-06,withdrawal,18200,715
4643,19,1996-05-16,withdrawal,11500,16381
4644,19,1996-06-17,withdrawal,13800,23318
4645,19,1996-07-09,withdrawal,16800,3795
4646,19,1996-07-31,withdrawal,15500,6856
4647,19,1996-09-08,withdrawal,13300,11094
4648,19,1996-10-11,withdrawal,15900,21419
4649,19,1996-11-04,withdrawal,13200,6734
4650,19,1996-12-15,withdrawal,17200,20168
4651,19,1997-01-10,withdrawal,18400,13259
4652,19,1997-02-17,withdrawal,12800,8530
4653,19,1997-03-12,withdrawal,18400,2804
4654,19,1997-04-03,withdrawal,15000,-10385
4656,19,1997-06-01,withdrawal,18500,-10605
4657,19,1997-07-12,withdrawal,11200,8783
4658,19,1997-08-10,withdrawal,11800,9436
4659,19,1997-09-01,withdrawal,17000,-9029
4661,19,1997-11-04,withdrawal,11400,-6206
4663,19,1998-01-04,withdrawal,13900,-2718
4667,19,1998-05-05,withdrawal,18100,-5308
4668,19,1998-06-18,withdrawal,14100,13079
4669,19,1998-07-04,withdrawal,12300,-3560
4671,19,1998-09-02,withdrawal,15900,-874
4673,19,1998-11-07,withdrawal,14100,-2386
4674,19,1998-12-13,withdrawal,13500,17405
4685,19,1995-08-23,VYBER,11765,43532
4688,19,1995-09-06,VYBER,16543,19403
4698,19,1996-06-28,VYBER,3886,19432
4713,19,1995-12-19,withdrawal,2700,26339
4714,19,1996-12-11,withdrawal,2700,39891
4715,19,1997-12-14,withdrawal,2100,27074
4723,19,1996-01-12,withdrawal,2100,34124
4725,19,1996-01-10,withdrawal,4800,36224
4729,19,1997-01-08,withdrawal,1500,16520
4770,19,1995-08-31,withdrawal,15,43946
4771,19,1995-09-30,withdrawal,15,16923
4772,19,1995-10-31,withdrawal,15,20254
4773,19,1995-11-30,withdrawal,15,3731
4774,19,1995-12-31,withdrawal,15,26485
4775,19,1996-01-31,withdrawal,15,3782
4776,19,1996-02-29,withdrawal,15,19723
4777,19,1996-03-31,withdrawal,15,16315
4778,19,1996-04-30,withdrawal,15,15943
4779,19,1996-05-31,withdrawal,15,16910
4780,19,1996-06-30,withdrawal,15,20595
4781,19,1996-07-31,withdrawal,15,22356
4782,19,1996-08-31,withdrawal,15,24394
4783,19,1996-09-30,withdrawal,15,22180
4784,19,1996-10-31,withdrawal,15,19934
4785,19,1996-11-30,withdrawal,15,19883
4786,19,1996-12-31,withdrawal,15,18020
4787,19,1997-01-31,withdrawal,15,8714
4788,19,1997-02-28,withdrawal,15,8589
4789,19,1997-03-31,withdrawal,15,4615
4790,19,1997-04-30,withdrawal,15,2247
4791,19,1997-05-31,withdrawal,15,7895
4792,19,1997-06-30,withdrawal,15,4844
4793,19,1997-07-31,withdrawal,15,6097
